Event,Site_ID,Date,Q_CFS,TP (mg/L),TN (mg/L),PO4-P (mg/L),NO2NO3-N (mg/L),NH4-N (mg/L),DOMGL,DOPCT,PH,SPCOND,TEMP,TURB,TSS mg/L,CHLA ug/L,Area (cm2),CHLA mg/m2,DM g/m2,AFDM g/m2,FIL,CP bulk,CN bulk,NP bulk,C g/m2,N g/m2,P g/m2,C/CHLA,AFDM/CHLA,CAN,DEPTH,EMB,SED,SR,VEL,WW,C,G
6,OSAG2,4/12/2015,114,0.0444,4.41,0.00984,2.21,0.0035,13.82,141.5,8.43,414.2,16.22,1.07,2.52,1.54764,1130.825468,561.2076764,190.6719231,63.74399531,62.13333333,149.7355923,9.516528926,15.73426545,18.81931881,2.307130269,0.324682815,0.033533609,0.113583613,16.66666667,0.218666667,42,10.4,0.333333333,0.74,28,100,0
6,SAGE1,4/11/2015,14,0.0862,3.11,0.0316,2.12,0.0035,12.74,129.6,8.07,462.5,16.21,0.81,1.52,2.75136,1204.538688,390.9305444,104.1982583,41.2744457,53.33333333,140.0975972,9.155629139,15.30179904,12.34749361,1.5733937,0.227681934,0.031584878,0.105579997,2.941176471,0.178,41.33333333,8.933333333,0,0.786666667,7.366666667,100,0
6,SALI1,4/13/2015,66.12054459,0.00872,1.2,0.00776,0.987,0.0035,11.35,110.3,7.79,215.7,14.05,0.26,1.02,2.1495,1614.48848,218.3487754,187.0886685,71.14998636,18.13333333,695.4271183,12.56626506,55.34079657,33.45145392,3.105671897,0.124263569,0.153201931,0.325854753,0,0.236666667,34.66666667,7.133333333,0.066666667,0.43,17.06666667,100,0
6,SPAR1,4/10/2015,47,0.112,3.43,0.0295,2.02,0.0035,14.17,154.8,8.6,506.2,19.58,2.71,5.42,3.05229,1092.475632,470.5624432,220.2154382,63.24702475,63.66666667,209.71074,8.780701754,23.88314122,18.8944846,2.510455995,0.232752752,0.04015298,0.134407294,0,0.2,40,10.06666667,0.866666667,0.66,18.8,93.33333333,6.666666667
6,SPAV1,4/12/2015,66,0.021966667,3.94,0.00945,3.2,0.0035,11.72,113.4,7.92,285.9,13.93,0.78,1.92,1.37568,979.772622,218.0371669,97.90366783,30.90002652,2.066666667,229.5283441,8.356175973,27.468108,13.81420753,1.928702256,0.155478413,0.063357123,0.141719079,22.54901961,0.241333333,33.66666667,8.466666667,1,0.71,10.8,93.33333333,6.666666667
6,SPAV2,4/12/2015,110,0.051866667,4.31,0.0232,3.61,0.0035,10.83,102.7,7.73,289.7,12.95,0.81,1.62,1.11774,1043.412492,307.2132649,108.2377943,38.016285,23,174.4490137,7.808527132,22.34083467,15.5754186,2.327112577,0.230649043,0.050699043,0.123745584,0,0.174666667,29.33333333,6.8,1.333333333,0.703333333,18.4,73.33333333,26.66666667
6,SPRG1,4/13/2015,21.03490975,0.0279,1.02,0.0178,0.83,0.0035,8.91,87.4,7.32,239.2,14.48,0.48,1.22,1.16073,1403.801402,208.2567422,84.86539941,36.0390484,0.733333333,302.7627342,9.433476395,32.09450276,15.98864125,1.977363806,0.136423626,0.076773703,0.173051052,38.7254902,0.183333333,32.66666667,4.466666667,0,0.35,10.66666667,93.33333333,6.666666667
6,SPRG2,4/13/2015,53.95113825,0.0121,0.939,0.00773,0.775,0.0035,9.41,90,7.46,172.9,13.31,0.39,0.92,0.94578,1433.618518,250.7875873,64.69642993,44.68587647,1,332.2672844,7.973039216,41.67385553,21.04574866,3.079550065,0.163627858,0.083918622,0.17818217,0,0.205333333,32.33333333,6.066666667,0.6,0.373333333,24.46666667,93.33333333,6.666666667
6,SPRG3,4/13/2015,69,0.007156667,0.739,0.0062,0.581,0.0035,10.42,100.1,7.38,170.5,13.56,0.25,0.92,0.98877,1514.489742,290.5759529,74.52455011,48.14602875,0.6,397.0903085,9.011695906,44.06388238,22.96846634,2.973529549,0.149424963,0.079044622,0.165691718,0,0.223333333,29,6.533333333,0.2,0.683333333,23.16666667,100,0
7,BALL1,6/15/2015,36.50419622,0.081233333,4.13,0.0563,3.68,0.00307,11.78,138.3,7.59,297.1,23.34,2.45,3.12,1.34702,1060.193508,157.4885925,53.24499686,20.5937248,12.93333333,183.8519323,8.190117253,22.448022,7.438326061,1.059575437,0.104517126,0.047230888,0.130763279,0,0.224666667,40.33333333,9.333333333,2.533333333,0.73,11.5,100,0
7,BARR1,6/11/2015,31,0.031633333,3.05,0.0151,2.8,0.00307,12.83,149.4,7.54,304.1,26.41,1.04,1.22,1.83424,1057.84701,288.1992832,101.0227998,27.72927754,13.13333333,243.4749455,9.155555556,26.59313725,8.3242787,1.060739397,0.088322791,0.028883759,0.096215637,12.25490196,0.181333333,53.33333333,4.666666667,1.133333333,0.32,12.43333333,86.66666667,13.33333333
7,BARR2,6/15/2015,142.2317715,0.031,1.75,0.0246,1.66,0.00307,10.64,130,7.73,204.4,25.49,0.82,1.62,1.08908,893.023302,113.4896758,39.57063597,17.28678296,0.2,193.0807427,9.015625,21.41623489,6.849677087,0.886382246,0.091645593,0.060355068,0.152320313,0,0.209333333,50.33333333,10.53333333,8.2,0.506666667,40,80,20
7,BARR3,6/15/2015,103.4468702,0.0369,1.92,0.0297,1.84,0.00307,8.23,99.1,7.34,197.4,24.732,0.85,3.317647059,0.91712,797.575348,110.8650928,41.13299985,17.04123216,0,317.3093699,9.534482759,33.28018707,5.849112578,0.715714197,0.047619796,0.05275883,0.153711432,0,0.137333333,45,9.8,5.466666667,0.53,28.33333333,73.33333333,26.66666667
7,BARR4,6/15/2015,247,0.025633333,1.46,0.0172,1.4,0.00307,8.71,101.9,7.25,179.2,23.21,0.99,3.52,1.97754,927.533414,36.08506478,21.6137766,4.546107561,1.333333333,232.2708326,8.955399061,25.93640228,1.177950825,0.153457814,0.013101256,0.032643722,0.125983079,0,0.258666667,39,10.66666667,2.266666667,0.496666667,45,86.66666667,13.33333333
7,BEAT1,6/12/2015,45,0.063233333,3.59,0.0467,3.4,0.00586,10.5,122.8,7.58,249.6,23.15,1.31,1.52,1.0031,807.103552,54.36534121,23.5987893,8.672988717,2,163.0934591,9.379213483,17.38882044,3.376986749,0.42005845,0.053490082,0.062116537,0.159531579,0,0.159333333,45.66666667,7,0.266666667,0.616666667,11.73333333,73.33333333,26.66666667
7,CANE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,COVE1,6/11/2015,22.04695674,0.00771,0.125,0.00541,0.0145,0.00307,8.52,106.7,7.48,139.3,26.85,3.67,3.6,1.34702,1252.037496,18.87146491,31.51263451,6.316371002,0,286.8156262,12.60992908,22.7452212,1.600841833,0.148109382,0.014418699,0.0848287,0.334704859,1.960784314,0.245333333,43.33333333,6.466666667,1.266666667,0.423333333,6.033333333,100,0
7,EVAN1,6/11/2015,58.77812249,0.019,1.64,0.00817,1.49,0.00307,10.03,123.7,7.73,208.8,26.076,1.37,2.72,0.77382,989.134912,110.0173684,34.89918269,13.09224843,11.8,234.7790209,9.121832359,25.73814248,4.666020726,0.596776024,0.051341414,0.042411674,0.119001651,1.960784314,0.21,38.33333333,2.866666667,1.733333333,0.55,14.23333333,100,0
7,FLIN1,6/13/2015,33.12622473,0.052866667,4.9,0.0415,4.29,0.00307,9.91,107.7,7.58,238.2,20.26,1.65,4.82,1.433,1058.652878,72.62101827,25.94098648,10.39056354,5.266666667,205.2702703,8.281690141,24.78603604,3.922277156,0.552543012,0.049361991,0.05401022,0.143079287,51.47058824,0.139333333,35.33333333,5.533333333,0.666666667,0.493333333,18.4,100,0
7,FLIN2,6/13/2015,86,0.040266667,2.81,0.0307,2.42,0.00307,8.76,98.1,7.66,255.3,20.66,1.65,1.62,1.2897,723.672512,123.7957446,50.74118388,13.80113219,6,187.3215664,8.221784777,22.78356481,4.541335957,0.644413035,0.062629118,0.036684104,0.11148309,47.05882353,0.265333333,65.66666667,8.533333333,2.266666667,0.713333333,13.1,40,60
7,FLIN3,6/13/2015,122,0.077333333,2.37,0.0661,2.23,0.00307,8.35,96.3,7.61,289,22.36,2.47,2.42,1.20372,796.745778,50.44528457,22.0542953,6.934457832,5.666666667,165.3165584,7.861538462,21.02852505,2.897934402,0.430058758,0.04528482,0.057447082,0.137464936,3.921568627,0.218666667,56.66666667,6.733333333,0.266666667,0.836666667,15.93333333,86.66666667,13.33333333
7,GOOS1,6/14/2015,20.59494455,0.053366667,5,0.0203,3.17,0.00307,11.31,134.2,8.11,399.3,23.87,1,1.62,2.03486,680.8889206,497.3594807,138.7793669,41.02480227,65,244.7687069,10.69012346,22.8967147,17.16700769,1.873521453,0.181183713,0.034516297,0.082485212,55.88235294,0.132666667,51.33333333,10.73333333,0.8,0.573333333,10.66666667,93.33333333,6.666666667
7,ILLI1,6/14/2015,3.409624424,0.012666667,0.336,0.00404,0.157,0.00307,9.83,127.8,7.95,192.8,28.9,1.55,1.72,3.35322,920.873152,70.02852477,41.96289132,14.1758576,2.666666667,335.2897642,10.63084112,31.53934486,4.091381904,0.449002937,0.031523191,0.058424505,0.202429762,0.490196078,0.083333333,41.33333333,13.06666667,0,0.363333333,13.96666667,93.33333333,6.666666667
7,ILLI2,6/14/2015,95,0.0511,4.02,0.0284,4.19,0.00307,9.81,100.5,7.59,309.7,24.48,6.41,6.32,2.52208,651.95026,361.1655312,221.7868584,36.25276566,9.333333333,220.0783972,8.9140625,24.68889995,10.84537738,1.419435894,0.127305657,0.030028827,0.100377147,1.470588235,0.204666667,33,15.66666667,0.6,0.54,15,26.66666667,73.33333333
7,ILLI3,6/14/2015,552,0.051566667,3.22,0.0281,2.95,0.00307,9.08,107.3,7.72,313.9,23.66,4.34,6.82,2.83734,720.733464,142.895696,83.55377266,18.66154504,14.33333333,236.7236443,10.2908805,23.00324488,7.812277744,0.88566999,0.085254338,0.05467119,0.130595571,0,0.168666667,66,15.8,0.2,0.256666667,23.33333333,53.33333333,46.66666667
7,ILLI4,6/15/2015,627,0.0506,3.08,0.038,2.85,0.00307,9.73,116.4,7.49,301.5,24.3,3.76,3.72,2.26414,809.639666,192.9393242,83.14810011,27.28580083,15.86666667,267.8513498,10.17592593,26.32206167,10.44340137,1.197332642,0.100722983,0.054127905,0.141421667,0,0.130666667,46,11.33333333,0,0.376666667,50,66.66666667,33.33333333
7,ILLI5,6/15/2015,589,0.084766667,2.54,0.0484,2.24,0.00307,9.39,113.8,7.6,232.4,25.03,16.45,16.72,2.63672,912.387836,217.0234454,68.56002553,23.911615,17.26666667,212.3945933,8.475783476,25.05899235,5.82760217,0.802152299,0.070880519,0.026852408,0.11017987,0,0.207333333,44.33333333,13,0,0.563333333,40,93.33333333,6.666666667
7,ILLI6,6/15/2015,772,0.060133333,2.52,0.0438,2.39,0.00307,8.88,104.4,7.43,265.7,23.49,5.61,2.62,1.8629,1068.062572,206.4400899,66.74078392,23.32884544,5.933333333,199.1685563,8.76611418,22.72027859,9.076746613,1.208008189,0.117730743,0.043967945,0.113005402,0,0.288,45,11.13333333,2.333333333,0.463333333,35,93.33333333,6.666666667
7,ILLI7,6/15/2015,915,0.046833333,2.32,0.0385,2.23,0.00307,7.66,90.7,7.62,254.6,23.83,4.66,4.62,2.866,1027.224026,135.8937322,52.85442314,15.6408595,6.8,189.1173577,9.27739726,20.38474288,6.136398527,0.771674578,0.083822887,0.045155861,0.115096254,0,0.247333333,35,7.266666667,4.666666667,0.516666667,60,80,20
7,ILLI8,6/15/2015,915,0.042733333,1.96,0.0307,1.86,0.00307,7.3,88,7.51,248,24.86,3.65,3.22,2.12084,622.512376,69.00131894,27.87093184,8.500500345,3.357142857,163.97567,8.754452926,18.73054449,2.7397126,0.365109207,0.043162445,0.039705221,0.123193302,3.431372549,0.238666667,46.78571429,7.285714286,0.142857143,0.716666667,64.33333333,46.66666667,46.66666667
7,LEE1,6/11/2015,21.26759587,0.006836667,0.0914,0.00505,0.0339,0.00307,8.82,111.9,7.28,173.9,27.58,2,2.547368421,0.77382,1091.85938,26.47629099,34.21457074,7.979507398,0,1055.002509,13.70833333,76.96066933,2.251318755,0.191601596,0.005512695,0.085031501,0.301383128,0,0.175333333,34,5.533333333,0,0.373333333,34.33333333,100,0
7,LLEE1,6/11/2015,31,0.007533333,0.111,0.00479,0.0159,0.00307,8.13,96.3,7.22,134.1,24.99,3.65,0.92,1.49032,930.899098,36.63705344,97.4461144,10.13804828,0,687.9890506,12.56111111,54.77135299,3.147509495,0.292338343,0.011818598,0.085910552,0.276715711,0.490196078,0.252666667,29,8.733333333,0,0.366666667,24,100,0
7,LSAL1,6/12/2015,27.76237567,0.021533333,0.846,0.0141,0.84,0.00307,9.03,99.1,7.69,154.6,19.88,0.79,0.12,0.45856,809.852984,30.83573664,11.70582833,4.157133126,0,168.9492544,8.783333333,19.23520924,1.233794306,0.163881597,0.01886544,0.040011832,0.134815431,38.23529412,0.178,36,4.2,0.133333333,0.663333333,11.2,93.33333333,6.666666667
7,MTFK1,6/11/2015,3.222035798,0.008653333,0.102,0.00871,0.0383,0.00687,8.38,103.6,7.29,156,26.13,0.6,1.284210526,0.37258,1079.392128,21.84453659,30.46236162,6.878871735,0,277.303775,13.01010101,21.31449823,2.242029815,0.201051587,0.020886518,0.102635723,0.314901243,13.7254902,0.106666667,30.66666667,6.933333333,0.133333333,0.143333333,9.5,100,0
7,OSAG1,6/13/2015,49,0.061866667,3.41,0.0433,3.06,0.00307,10.11,115.5,7.75,375.2,21.66,1.07,1.52,1.5763,647.020244,306.9262982,160.5745739,51.71141652,42.8,245.1908172,9.722222222,25.21962691,20.87469461,2.504963353,0.219936028,0.068012076,0.168481544,0,0.170666667,45,8.8,0.933333333,0.253333333,16,80,20
7,OSAG2,6/13/2015,188,0.057166667,4.18,0.0375,3.65,0.0615,10.36,123.5,7.83,355.3,22.12,2.1,3.02,1.06042,986.077354,251.0108544,79.9954145,32.27434427,40.66666667,227.2340735,9.466244726,24.00466923,10.25541214,1.263927549,0.11658968,0.040856449,0.128577485,0,0.244,57,9.066666667,1.4,0.67,30.33333333,100,0
7,SAGE1,6/13/2015,16,0.102333333,3.26,0.0738,2.98,0.00748,10.36,119.7,7.67,423.3,22.48,0.92,1.82,3.20992,745.407246,285.3011697,65.78395045,28.88801182,47.33333333,206.0318732,8.216194969,25.07631258,9.821543802,1.394619749,0.123147555,0.034425179,0.101254446,7.843137255,0.161333333,45.33333333,7.666666667,3.733333333,0.833333333,7.666666667,93.33333333,6.666666667
7,SALI1,6/12/2015,94.99225503,0.012833333,0.739,0.00754,0.681,0.00307,9.81,112.8,7.76,182.4,22.23,0.89,1.82,1.0031,1080.387612,24.01403414,18.38383414,4.654965135,0,177.5531619,8.269607843,21.47056611,0.886100806,0.125010072,0.012892441,0.03689929,0.19384353,0,0.284,56,3.133333333,0,0.666666667,17.3,40,60
7,SPAR1,6/14/2015,49,0.085533333,3.41,0.047,3.05,0.00307,11.17,131.4,7.96,426.4,23.343,2.05,2.02,2.4361,699.23575,264.4008047,131.8332193,44.40562428,56.66666667,173.7610716,7.882675439,22.04341317,13.53927163,2.003864934,0.201290493,0.051207377,0.167948143,0,0.152666667,46.33333333,12.53333333,0.333333333,0.66,20.23333333,100,0
7,SPAV1,6/13/2015,103,0.0351,3.58,0.015,3.39,0.00307,9.93,110.3,7.82,261.5,20.48,1.3,2.62,1.26104,814.806702,79.63390561,38.73311292,12.27284947,15.66666667,190.7069758,8.757990868,21.77519692,4.245149176,0.565503449,0.057505161,0.053308313,0.15411588,0,0.255333333,56.66666667,6.4,0.466666667,0.596666667,11.73333333,93.33333333,6.666666667
7,SPAV2,6/13/2015,180,0.057666667,3.77,0.0309,3.48,0.00307,10.61,121.2,7.67,266.9,21.88,0.98,2.42,1.80558,1073.514032,65.80901404,39.94591475,14.1862763,17.66666667,197.8641975,7.676666667,25.77475435,5.25688238,0.798918295,0.068634344,0.079880886,0.215567373,0,0.169333333,57.33333333,8.733333333,1.466666667,0.416666667,28.43333333,86.66666667,13.33333333
7,SPRG1,6/12/2015,25.10158839,0.041566667,0.967,0.0398,1.02,0.00307,7.81,86.9,7.19,204.4,20.61,0.48,1.62,1.60496,798.736746,48.48509248,26.36454807,5.060073531,0.666666667,134.239949,8.019157088,16.73990764,1.576599974,0.229371568,0.030340322,0.032517211,0.104363491,43.62745098,0.138666667,26.06666667,1.733333333,0,0.3,16.3,53.33333333,46.66666667
7,SPRG2,6/12/2015,67.0491718,0.018066667,0.649,0.015,0.66,0.00315,8.47,92.4,7.22,144,19.59,0.75,1.92,0.45856,789.279648,20.68399019,13.39195813,3.769259739,1.333333333,252.9513889,8.593283582,29.43594104,1.321786268,0.179452239,0.013499094,0.063903834,0.182230783,0,0.250666667,62.66666667,2.6,0.533333333,0.2,34.73333333,66.66666667,33.33333333
7,SPRG3,6/12/2015,92,0.011,0.466,0.00979,0.438,0.00307,8.33,92.6,7.19,139.2,20.57,0.97,1.32,1.20372,987.09654,42.20911867,14.2083367,6.015115806,1.266666667,256.3660275,8.182648402,31.33044644,2.182400518,0.311162574,0.021991479,0.05170448,0.142507496,0,0.19,47.33333333,2.533333333,0,0.863333333,29.7,60,40
8,BALL1,8/14/2015,13.95957913,0.119333333,2.95,0.0897,2.98,0.0128,10.86,132.2,7.73,354.2,25.21,1.35,1.02,2.92332,901.034578,139.771778,52.88920222,18.64523339,5.866666667,169.9656551,8.475833333,20.05297278,7.684801082,1.057784044,0.116802437,0.054981064,0.133397698,0,0.176,44.66666667,8.533333333,5.6,0.38,11.3,93.33333333,6.666666667
8,BARR1,8/17/2015,4.2,0.042233333,2.41,0.0279,2.35,0.014,8.44,102.7,7.41,343.2,25.22,0.92,2.22,2.06352,1081.122374,212.8877526,132.6399337,33.06748696,7,256.1053578,12.88450292,19.87700723,16.69936765,1.512095244,0.16844643,0.078442125,0.155328273,12.25490196,0.129333333,50.66666667,10,2.333333333,0.41,11.6,86.66666667,13.33333333
8,BARR2,8/18/2015,45.81075874,0.044366667,1.33,0.0389,1.13,0.0107,6.63,80.3,7.29,249.4,25.05,0.32,0.97,1.51898,976.643958,68.03362367,30.12783361,13.34502019,18.4,200.8188226,8.928571429,22.49170813,5.648968803,0.738131924,0.072668335,0.083032014,0.196153306,0.980392157,0.168,33,7,2.8,0.24,17.1,86.66666667,13.33333333
8,BARR3,8/18/2015,66.63122604,0.048733333,1.6,0.0439,1.36,0.0118,8.14,100.1,7.28,243,25.85,0.55,1.12,2.09218,1081.857136,104.9095844,43.72958785,16.5225143,1.333333333,211.4147087,8.870870871,23.83246378,7.381554429,0.97079685,0.090197204,0.070361106,0.157492896,0,0.186666667,28,6.466666667,4.4,0.61,22.8,73.33333333,26.66666667
8,BARR4,8/18/2015,62,0.031366667,1.25,0.0223,0.984,0.0103,8.25,101.3,7.08,221.7,25.76,1.95,2.72,2.32146,850.004172,75.10569019,26.43516437,14.35287073,10.53333333,240.0724855,8.024147727,29.91875195,6.399953293,0.930517786,0.068867587,0.085212629,0.191102308,0,0.13,29.66666667,8.933333333,4.666666667,0.39,55,93.33333333,6.666666667
8,BEAT1,8/15/2015,22,0.0687,2.86,0.046,2.96,0.0106,9.12,112.1,7.31,294.9,25.84,0.32,1.32,0.60186,833.27056,68.15861425,36.20922757,14.71860872,7.066666667,278.9106107,10.78605769,25.85843861,6.963034461,0.753151933,0.064493204,0.102159273,0.21594642,0,0.155333333,47.33333333,6.733333333,4.666666667,0.413333333,9.366666667,80,20
8,CANE1,8/18/2015,,0.040166667,1.26,0.00606,1.02,0.0101,8.27,101.3,7.19,222.6,25.61,1.29,2.52,1.17506,1093.494818,43.25775948,52.57683809,8.470547686,13.53333333,61.79333333,9.302222222,6.642857143,3.144094918,0.394326286,0.131442095,0.072682796,0.195815682,0.980392157,0.176,53.66666667,8.133333333,0.066666667,0.673333333,17.6,40,60
8,COVE1,8/17/2015,1.325506316,0.00818,0.245,0.00465,0.0229,0.00771,7.55,97.1,7.11,172,28.39,1.1,1.42,1.182225,1234.877248,75.6383959,41.32259576,18.4127613,1.533333333,743.2619048,10.87808642,68.32653061,8.322370786,0.892568068,0.028925817,0.110028388,0.243431409,4.901960784,0.14,50.33333333,10.53333333,0.133333333,0.203333333,6.066666667,93.33333333,6.666666667
8,EVAN1,8/17/2015,15.19157344,0.023433333,0.828,0.00742,0.63,0.00879,6.96,83.7,7.27,247.8,24.998,1.07,0.37,1.07475,1326.106246,97.48157841,32.48608483,15.04404346,1.666666667,396.8,8.727272727,45.46666667,7.484793945,1.000571413,0.048729127,0.076781624,0.15432704,0,0.124666667,41,6.866666667,1.2,0.4,14.06666667,100,0
8,FLIN1,8/16/2015,26.48429583,0.053,3.82,0.0348,4.02,0.0134,8.96,102.3,7.5,294.1,21.87,0.68,0.92,0.83114,949.718486,93.69128332,47.84312475,12.8327501,4.533333333,195.3146081,8.24291939,23.69483418,5.171841785,0.731999809,0.068405489,0.055200885,0.136968453,40.19607843,0.146666667,32,4.8,0.333333333,0.236666667,15.13333333,93.33333333,6.666666667
8,FLIN2,8/16/2015,32,0.042066667,1.64,0.029,1.17,0.00894,7.72,93.1,7.46,299.7,24.86,1.12,1.12,1.0031,1067.541128,121.0788012,62.25755454,17.0953601,5.066666667,258.6002066,8.567484663,30.18391241,7.452229278,1.014798139,0.074445386,0.061548588,0.141192017,46.56862745,0.236666667,46.33333333,5.066666667,1.266666667,0.983333333,6.966666667,73.33333333,26.66666667
8,FLIN3,8/16/2015,69,0.0942,1.72,0.0729,1.56,0.0125,7.09,83.7,7.33,354.2,23.62,1.77,2.62,1.64795,992.690212,133.3986458,48.2728644,17.12518145,13.26666667,195.5828122,8.197916667,23.85762386,7.598148857,1.081312163,0.100359285,0.056958216,0.128375977,1.470588235,0.201333333,49.66666667,9,1.866666667,0.396666667,17.96666667,93.33333333,6.666666667
8,GOOS1,8/13/2015,14.95980479,0.070333333,6.16,0.0438,6.26,0.00821,8.94,101.9,7.47,476.5,21.77,0.39,0.92,1.92022,1027.081814,239.0700981,71.10761026,20.36514169,54.33333333,190.5903457,10.34394904,18.4252982,9.898179348,1.116389481,0.134163651,0.041402833,0.085184813,54.41176471,0.143333333,50.33333333,8.733333333,4.4,0.286666667,16.4,93.33333333,6.666666667
8,ILLI1,8/13/2015,1.861277218,0.009786667,0.359,0.00778,0.0683,0.0129,7,83.7,7.18,243.2,24.33,0.6,1.67,1.31836,1031.53779,78.34094635,60.64085479,16.3509925,39.33333333,266.3310513,10.93961353,24.34556309,3.923463305,0.418421898,0.038056447,0.050081898,0.20871579,5.882352941,0.077333333,45,10.33333333,1.6,0.19,6.466666667,93.33333333,6.666666667
8,ILLI2,8/13/2015,66,0.0544,3.29,0.0243,3.31,0.0127,7.51,89.77,7.33,370.3,24.22,4.27,4.32,2.60806,701.653354,86.51263427,74.43371626,12.63681933,27.33333333,221.4912281,10.36538462,21.36835595,3.438837691,0.387055325,0.040108424,0.039749543,0.146069062,13.7254902,0.213333333,54.66666667,12.8,0.533333333,0.16,14.63333333,60,40
8,ILLI3,8/14/2015,276,0.061666667,2.71,0.0418,2.73,0.00655,8.01,95.5,7.57,391.5,24.17,2.66,2.72,1.92022,694.234628,129.3702034,72.34585827,18.06545822,4.733333333,259.0707092,12.21354167,21.21175956,9.694345008,0.926026986,0.096667526,0.074934914,0.139641569,0,0.131333333,29,6.933333333,6.533333333,0.51,23,73.33333333,26.66666667
8,ILLI4,8/14/2015,300,0.062133333,2.51,0.0431,2.51,0.00944,9.52,117.3,7.69,360.2,25.91,2.45,0.62,2.03486,858.370978,166.6269406,86.40786082,24.29019682,16.2,296.5451389,12.73756219,23.28115337,12.64147004,1.157865335,0.110125329,0.075866904,0.145775928,0,0.128,47,11,1,0.53,45,73.33333333,26.66666667
8,ILLI5,8/14/2015,302,0.061533333,2.26,0.035,2.17,0.0114,9.43,110.9,7.74,345.1,27.19,3.79,5.92,2.95198,797.219818,156.8218515,81.04310155,23.25007012,20.66666667,317.6948991,13.67592593,23.23022959,11.9700661,1.02114308,0.097334489,0.07632907,0.148257847,0,0.175333333,41,8.866666667,4.066666667,0.723333333,40,100,0
8,ILLI6,8/14/2015,373,0.068866667,2.06,0.0529,2.01,0.00802,7.46,90.4,7.36,333.3,25.03,2.21,2.42,2.52208,1098.116708,100.7104019,43.22172648,14.28582216,21,222.3195742,10.74305556,20.69425901,6.686401087,0.726125005,0.077695376,0.066392358,0.141850513,16.66666667,0.248666667,36.33333333,4.733333333,3.733333333,0.863333333,30.66666667,93.33333333,0
8,ILLI7,8/14/2015,433,0.066666667,1.81,0.0523,1.75,0.00891,6.52,78.5,7.45,307.3,24.7,2.26,3.52,2.20682,1466.753914,87.95735576,42.51678899,13.28045999,12.33333333,192.7276656,10.871875,17.72717821,6.339253239,0.680268624,0.084971735,0.072071894,0.150987486,0,0.14,44.66666667,6.6,6.733333333,0.33,53.33333333,93.33333333,6.666666667
8,ILLI8,8/14/2015,401,0.062433333,1.55,0.0347,1.3,0.00784,9.42,122.8,7.68,299.5,29.11,4.5,1.52,2.98064,808.312354,142.367813,65.45736897,23.84082495,19.66666667,289.6787241,11.70712909,24.74378831,11.36339925,1.132412483,0.10133795,0.079817193,0.167459375,3.921568627,0.153333333,40,8.866666667,1.333333333,0.37,50,86.66666667,13.33333333
8,LEE1,8/17/2015,0.825728717,0.007826667,0.288,0.00945,0.0631,0.00182,5.54,72.1,7.07,124.3,29.145,0.77,1.32,0.34392,1147.724994,51.95869682,35.85208438,14.79012837,27.4,296.189964,11.67322097,25.37345645,6.385256229,0.638167102,0.055691439,0.122891,0.284651642,0,0.153333333,24.16666667,9.666666667,0.266666667,0.213333333,11,100,0
8,LLEE1,8/17/2015,13,0.00973,0.301,0.00655,0.0137,0.00712,8.79,120.3,7.79,185.9,31.92,1.56,2.62,2.06352,1417.595966,110.5752958,85.70378038,28.59300838,11.06666667,403.8042523,12.4100295,32.53854089,10.3015944,0.968452718,0.065904339,0.093163616,0.258584055,0.980392157,0.223333333,44,7.133333333,1.066666667,0.596666667,25,100,0
8,LSAL1,8/15/2015,6.923417702,0.0129,0.904,0.0122,0.745,0.00303,7.32,86,7.42,210.5,23.36,0.03,,0.22928,1199.11093,75.89775702,22.07468829,12.05059485,0.933333333,383.8881968,10.7966954,35.5560829,4.739435575,0.512132768,0.03189351,0.062445002,0.158774058,25,0.138,43,5.266666667,0.466666667,0.27,9.966666667,93.33333333,6.666666667
8,MTFK1,8/17/2015,0.270584949,0.009386667,0.325,0.00666,0.0803,0.00597,7.09,89.7,7.18,202.4,27.43,0.04,1.22,0.83114,892.027818,59.22989052,40.71621901,13.11618289,24.6,301.257835,11.18682796,26.92969233,4.84115844,0.504881116,0.041513695,0.081735056,0.221445334,25.98039216,0.125333333,37.33333333,13.13333333,0.133333333,0.086666667,5.666666667,100,0
8,OSAG1,8/13/2015,31,0.081433333,2.64,0.0583,2.68,0.00914,10.61,125.2,7.57,468.5,23.73,0.53,2.32,0.8598,840.096736,158.3481671,60.92353948,24.23332036,38,241.8871163,10.16145833,23.80437023,11.88618255,1.364687284,0.126943394,0.075063594,0.153038212,10.29411765,0.189333333,40.66666667,5.466666667,4.133333333,0.49,12.96666667,100,0
8,OSAG2,8/13/2015,126,0.071166667,3.29,0.0462,3.44,0.0139,9.93,120.2,7.78,480.3,24.93,1.23,2.02,2.26414,1215.251992,132.7362838,62.71264492,21.64845934,44.33333333,251.2617553,9.741308793,25.79342886,8.535190974,1.022216112,0.087754077,0.064301868,0.163093758,15.19607843,0.205333333,39.66666667,5.2,1.4,0.72,30,93.33333333,6.666666667
